first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Deborah,Brown,1987/06/02,2018/11/25,97,1991,NV,golf,
Tiffany,Craig,1971/12/13,2018/04/15,57,1976,ID,golf,"Brown, Vasquez and Sanchez"
Kristin,Miller,1983/12/07,2018/03/16,99,2014,OR,golf,"Smith, Torres and Matthews"
Jessica,Hughes,1974/08/20,2018/12/12,84,2003,WV,golf,"Hopkins, Barnes and Ward"
James,Wells,1996/10/07,2018/05/16,95,2003,DE,golf,Rivera-Morrow
Sean,Miller,1977/08/04,2018/06/13,35,1995,HI,golf,Bruce Inc
Robert,Myers,1973/01/16,2018/03/18,37,2008,AK,golf,"Kelley, Gilbert and Jackson"
Mark,Gutierrez,1979/06/21,2019/01/01,31,2018,IA,golf,Parker Group
Kelly,Rodriguez,1986/01/09,2018/03/06,90,2010,AR,golf,"Smith, Torres and Matthews"
Holly,Thomas,1965/08/19,2018/03/16,81,1985,MT,golf,Pearson Group
Mindy,Lee,1959/12/12,2018/04/16,46,1980,OH,golf,Rivera Ltd
Kimberly,Kirby,1959/06/29,2018/05/27,73,1986,AK,golf,"Martin, Mcknight and Clark"
Cody,Burns,1989/07/26,2018/05/13,89,1993,MO,golf,Williams-Stephenson
Jennifer,Diaz,1971/01/07,2018/07/16,41,2002,KY,golf,"Jackson, Carlson and Contreras"
Katie,Winters,1965/07/21,2018/01/28,88,1985,WY,golf,"Martin, Mcknight and Clark"
Lawrence,Campbell,1963/02/14,2018/09/07,63,1987,PA,golf,"Martin, Mcknight and Clark"
Austin,White,1969/10/21,2018/03/04,94,1979,AZ,golf,"Smith, Torres and Matthews"
Ashley,Hurst,1962/11/23,2018/11/15,37,1975,NE,golf,"Smith, Torres and Matthews"
Mary,Cox,1981/04/24,2018/10/30,55,1995,OH,golf,Hunter Ltd
Rachael,Wilson,1967/10/12,2018/12/07,51,1979,CA,golf,"Smith, Torres and Matthews"
Jackie,Jackson,1987/03/25,2018/02/15,66,1992,NV,golf,"Mullen, Huffman and Vasquez"
Kenneth,Stewart,1984/08/30,2018/10/16,44,1989,DC,golf,Hunter Ltd
Steven,Castillo,1960/03/05,2018/05/17,36,2003,LA,golf,Williams-Stephenson
Sara,Gross,1973/11/23,2018/09/17,76,2002,MI,golf,"Martin, Mcknight and Clark"
Michelle,Peters,1988/07/19,2018/07/19,74,2018,MN,golf,Williams-Stephenson
Kevin,Figueroa,1970/05/27,2018/08/01,65,2005,FL,golf,Williams-Stephenson
Adrian,Livingston,1990/06/08,2018/06/17,89,1999,KS,golf,Mcdonald Inc
Tammy,Fuller,1986/05/22,2018/01/18,82,1997,MI,golf,"Kelley, Gilbert and Jackson"
Marcus,Young,1963/03/25,2018/07/19,53,1999,IL,golf,Peterson and Sons
Heather,Henderson,1970/10/03,2018/05/27,73,2007,SD,golf,Rivera Ltd
William,Jackson,1968/12/27,2018/08/02,79,1970,SC,golf,"Smith, Torres and Matthews"
Christopher,Johnson,1988/02/25,2018/02/20,66,2013,IL,golf,Rivera-Morrow
Jose,Stanley,1979/12/06,2018/02/16,74,2005,AL,golf,Bruce Inc
Robert,Jones,1983/09/18,2018/03/30,60,1991,ID,golf,"Brown, Vasquez and Sanchez"
Jessica,Stevens,1984/03/25,2018/05/04,31,1986,OR,golf,Pearson Group
Donald,Williams,1963/01/11,2018/12/24,74,1997,NC,golf,Hunter Ltd
Kelly,Cole,1993/11/10,2018/12/29,48,2007,LA,golf,"Smith, Torres and Matthews"
Brandon,Grant,1972/11/16,2018/10/29,71,1994,IL,golf,Rivera Ltd
Daniel,Thomas,1981/03/04,2018/04/12,69,2013,VT,golf,"Jackson, Carlson and Contreras"
Leslie,Johnson,1965/06/08,2018/04/03,38,2000,SD,golf,Pearson Group
Valerie,Mclaughlin,1962/01/25,2018/04/09,39,1995,MO,golf,Rivera-Morrow
Linda,Willis,1978/03/21,2018/03/24,93,1982,VA,golf,Keller Group
Anthony,Cook,1965/07/13,2018/06/09,71,1977,AZ,golf,Rivera Ltd
Joseph,Duncan,1967/04/27,2018/10/21,54,1998,HI,golf,Keller Group
Nicholas,Serrano,1971/05/20,2018/02/05,72,2012,AK,golf,Taylor-Alvarez
John,Cox,1969/11/24,2018/12/10,97,1971,ID,golf,"Smith, Torres and Matthews"
Erica,Johnson,1969/05/24,2018/10/14,49,2013,HI,golf,Williams-Stephenson
David,Doyle,1972/01/07,2018/11/20,53,1982,ID,golf,Peterson and Sons
Michelle,Lee,1972/12/14,2018/03/06,41,1983,FL,golf,"Jackson, Carlson and Contreras"
Tyler,Garrett,1980/01/29,2018/04/28,53,2011,NJ,golf,Bruce Inc
Laura,Watts,1993/04/23,2018/06/28,35,2011,MI,golf,Scott and Sons
Sharon,Yang,1982/02/24,2018/10/11,81,2011,AK,golf,Hunter Ltd
Robert,Howell,1980/04/28,2018/04/21,65,1995,MI,golf,"Kelley, Gilbert and Jackson"
Marie,Jones,1959/01/23,2018/05/07,42,2009,ID,golf,Bruce Inc
William,May,1982/09/19,2018/09/16,54,1994,KY,golf,Rivera-Morrow
Natasha,Moore,1973/01/25,2018/08/01,52,1994,OH,golf,"Jackson, Carlson and Contreras"
Jessica,Figueroa,1962/08/21,2018/11/09,72,2014,CA,golf,Rivera Ltd
Jason,Rogers,1968/05/26,2018/08/30,80,2013,GA,golf,Mcdonald Inc
Judy,Ward,1963/01/30,2019/01/07,80,2002,LA,golf,Hunter Ltd
Victor,Stein,1994/07/10,2018/02/02,93,2003,SD,golf,"Alvarez, Schaefer and Robertson"
Kevin,Thomas,1979/10/01,2018/05/17,37,2005,MT,golf,Rivera-Morrow
Tyler,Kelly,1998/06/02,2018/08/20,62,1999,OH,golf,"Brown, Vasquez and Sanchez"
Christina,Mendez,1978/12/17,2018/11/11,37,2011,KY,golf,"Jackson, Carlson and Contreras"
Paul,Benton,1994/10/20,2018/03/02,86,2009,FL,golf,"Hopkins, Barnes and Ward"
Amanda,Rice,1973/11/24,2018/07/31,64,1991,CA,golf,"Mullen, Huffman and Vasquez"
Alejandro,Silva,1980/02/21,2018/07/30,48,2017,ID,golf,Pearson Group
Joseph,Fisher,1959/04/05,2018/04/05,57,1980,SD,golf,"Brown, Vasquez and Sanchez"
Christopher,Hammond,1959/04/28,2018/03/05,65,2013,VT,golf,Peterson and Sons
Heather,Short,1982/12/16,2018/12/29,99,1988,KS,golf,Pearson Group
Anthony,Morris,1971/03/21,2018/03/27,33,2002,VA,golf,Keller Group
Marcus,Rivera,1997/03/17,2018/08/23,71,1998,SD,golf,"Martin, Mcknight and Clark"
Peter,Medina,1964/10/15,2018/04/03,62,2010,VA,golf,Scott and Sons
Raymond,Dickson,1992/03/29,2018/07/28,69,1996,SD,golf,"Kelley, Gilbert and Jackson"
Erica,Willis,1984/02/13,2018/10/10,98,1997,WY,golf,Keller Group
Victoria,Goodwin,1964/11/09,2018/01/20,75,1985,MI,golf,Peterson and Sons
Brittany,Elliott,1967/03/07,2018/11/16,75,2012,VA,golf,Rivera-Morrow
Michael,Logan,1978/07/09,2018/10/27,98,2008,NE,golf,
Joshua,Martin,1962/10/13,2018/04/07,38,2014,LA,golf,Bruce Inc
Kent,Boyd,1974/09/05,2018/03/19,98,1992,ME,golf,Taylor-Alvarez
Patrick,Mack,1980/05/31,2018/06/07,49,2004,NY,golf,Parker Group
Tamara,Ortiz,1976/10/16,2018/05/18,40,2013,RI,golf,Pearson Group
Janice,Vaughn,1993/11/12,2018/06/14,69,2000,WI,golf,Pearson Group
Andrew,Sullivan,1982/10/10,2018/02/12,55,1990,SC,golf,Parker Group
Jennifer,Novak,1970/12/11,2018/11/06,77,1988,FL,golf,Scott and Sons
Norma,Thornton,1974/04/15,2018/10/21,44,2002,NE,golf,Parker Group
Mia,Davis,1989/09/04,2018/10/07,61,1994,NV,golf,Peterson and Sons
Jennifer,Singh,1967/11/18,2018/03/18,54,2010,NJ,golf,"Smith, Torres and Matthews"
Samuel,Hanna,1968/09/12,2018/08/03,97,2008,SD,golf,"Kelley, Gilbert and Jackson"
William,Ball,1986/05/31,2018/07/16,44,2006,MD,golf,Rivera Ltd
Lisa,Carter,1969/11/26,2018/07/04,75,1971,SC,golf,Keller Group
Kathryn,Clements,1960/04/25,2018/08/25,43,1981,ME,golf,"Alvarez, Schaefer and Robertson"
Ernest,Gillespie,1988/08/10,2018/03/17,65,2004,ID,golf,"Martin, Mcknight and Clark"
David,Torres,1971/08/10,2018/02/15,94,1994,VT,golf,Parker Group
Jessica,Howell,1970/02/23,2018/06/02,75,1996,MS,golf,"Hopkins, Barnes and Ward"
Joseph,Howard,1989/06/03,2018/10/15,43,2007,ME,golf,Taylor-Alvarez
Jamie,Jensen,1992/02/14,2018/01/17,84,2018,KS,golf,Bruce Inc
Billy,James,1988/05/11,2018/03/28,61,2012,SC,golf,Bruce Inc
Jason,Clark,1978/02/15,2018/07/14,62,2003,VT,golf,"Alvarez, Schaefer and Robertson"
Kenneth,Miller,1992/09/13,2018/04/08,39,2001,SD,golf,"Smith, Torres and Matthews"
Laura,Johnson,1988/10/08,2018/05/13,50,2015,ID,golf,"Hopkins, Barnes and Ward"
Jason,Wheeler,1973/10/11,2018/03/20,55,2004,PA,golf,Mcdonald Inc
Bill,Glover,1965/01/15,2018/12/07,31,1986,AL,golf,Rivera-Morrow
Lisa,Baker,1982/05/04,2018/09/03,54,2009,IA,golf,Williams-Stephenson
Lisa,Orozco,1972/08/21,2018/09/14,75,2000,NJ,golf,Keller Group
Nathan,Jones,1966/09/08,2018/02/24,74,2014,NY,golf,Rivera-Morrow
Sandra,Ray,1964/06/07,2018/08/22,92,1972,NV,golf,Williams-Stephenson
John,Camacho,1969/09/01,2018/10/30,64,2010,WI,golf,Keller Group
Crystal,Morgan,1990/12/30,2018/05/31,32,2010,VA,golf,"Alvarez, Schaefer and Robertson"
Cheryl,Cannon,1987/07/10,2018/04/19,94,1994,SC,golf,Keller Group
Hunter,Pope,1960/12/15,2018/10/11,84,2011,CO,golf,"Mullen, Huffman and Vasquez"
Rick,Gibson,1980/03/28,2018/06/24,72,2007,MN,golf,"Smith, Torres and Matthews"
William,Wu,1963/10/28,2018/03/11,75,1998,VT,golf,Taylor-Alvarez
Paul,Davenport,1972/08/22,2018/03/17,75,1999,WV,golf,Mcdonald Inc
Joseph,White,1971/09/21,2018/08/23,49,1980,RI,golf,Rivera-Morrow
Tiffany,Mcdonald,1962/10/22,2018/07/27,33,1970,GA,golf,"Mullen, Huffman and Vasquez"
Daniel,Mcguire,1987/03/13,2018/06/18,49,1995,CO,golf,Rivera Ltd
Jose,Wade,1965/10/15,2018/06/09,39,2011,PA,golf,Peterson and Sons
Ricky,Obrien,1961/07/15,2018/02/18,62,2002,PA,golf,Rivera-Morrow
Elaine,Andrews,1981/09/17,2019/01/03,96,1986,CT,golf,Keller Group
Anna,Valentine,1992/07/11,2018/10/12,93,2011,VT,golf,Keller Group
Shaun,Clark,1984/11/14,2018/08/04,87,1997,ID,golf,"Brown, Vasquez and Sanchez"
Leslie,Andrews,1981/05/06,2018/12/02,83,1988,MN,golf,Keller Group
Amanda,Sexton,1988/11/04,2018/10/26,95,2014,AR,golf,"Kelley, Gilbert and Jackson"
Dylan,Trevino,1967/08/30,2018/02/16,43,2006,LA,golf,"Mullen, Huffman and Vasquez"
Janet,Davis,1964/09/15,2019/01/08,58,1995,TN,golf,"Mullen, Huffman and Vasquez"
William,Cunningham,1981/08/04,2018/10/02,65,1994,WV,golf,Mcdonald Inc
Melissa,Mora,1972/01/14,2018/02/13,59,2004,ND,golf,
Dustin,Hartman,1973/12/08,2018/08/12,99,1985,LA,golf,Scott and Sons
Ashley,Allison,1979/12/05,2018/04/15,94,1996,HI,golf,"Brown, Vasquez and Sanchez"
Kim,Bryant,1976/03/25,2019/01/02,37,1997,CT,golf,Mcdonald Inc
Robert,Smith,1964/08/07,2018/11/10,71,1981,IA,golf,"Jackson, Carlson and Contreras"
Jennifer,Nolan,1980/03/14,2018/09/24,45,1996,OR,golf,
Amber,Ford,1966/06/24,2018/10/17,70,2017,TN,golf,"Kelley, Gilbert and Jackson"
Teresa,Chang,1972/08/03,2018/06/01,78,2004,SC,golf,Rivera Ltd
Heather,Cohen,1973/02/24,2018/05/17,50,2013,LA,golf,"Brown, Vasquez and Sanchez"
Zachary,Douglas,1986/12/11,2018/02/25,87,1995,MI,golf,Scott and Sons
Matthew,Moon,1969/07/10,2018/02/10,61,2018,PA,golf,Peterson and Sons
Pamela,Davidson,1966/08/21,2018/09/26,91,2001,MA,golf,Hunter Ltd
Paige,Hartman,1969/05/28,2018/03/31,36,1990,KY,golf,"Kelley, Gilbert and Jackson"
Jennifer,Holmes,1980/05/28,2018/05/16,46,2008,MA,golf,Pearson Group
Joseph,Robertson,1978/11/22,2018/09/12,76,1987,VT,golf,"Alvarez, Schaefer and Robertson"
Gloria,Raymond,1960/01/09,2018/08/24,54,1986,OK,golf,Hunter Ltd
Natalie,Brown,1978/08/05,2018/08/23,84,2001,OH,golf,"Smith, Torres and Matthews"
Amy,Williams,1986/11/06,2018/03/01,38,1988,DC,golf,Keller Group
Stephen,Reed,1988/11/28,2018/05/27,76,1989,KY,golf,"Martin, Mcknight and Clark"
Brenda,Barry,1976/05/13,2018/08/31,59,1994,MO,golf,Hunter Ltd
Joshua,Green,1960/10/22,2018/09/28,53,1990,TX,golf,"Kelley, Gilbert and Jackson"
James,Pitts,1974/12/08,2018/06/02,86,2015,HI,golf,Keller Group
Michael,Smith,1965/01/23,2018/04/25,77,1979,NM,golf,
Laura,Hernandez,1969/01/17,2018/09/19,84,1978,MT,golf,Bruce Inc
Margaret,Nelson,1964/11/12,2018/03/13,60,1974,IN,golf,"Jackson, Carlson and Contreras"
Brian,Atkins,1977/03/17,2018/11/05,69,1999,WY,golf,"Martin, Mcknight and Clark"
Mary,Fuller,1979/07/02,2018/08/12,32,1980,WA,golf,
Jose,Miranda,1982/04/17,2018/10/03,78,2010,CO,golf,"Alvarez, Schaefer and Robertson"
Jennifer,Berry,1965/11/26,2018/07/03,98,1977,IA,golf,Scott and Sons
Ryan,Turner,1963/12/12,2018/11/07,39,2018,DC,golf,Pearson Group
Robert,Middleton,1971/03/11,2018/12/13,65,1997,MD,golf,Peterson and Sons
Katherine,Gray,1983/12/10,2018/03/02,41,1996,IL,golf,Williams-Stephenson
Mary,Santiago,1995/09/17,2018/04/29,70,2008,NC,golf,Keller Group
Jessica,Bishop,1992/06/25,2018/06/24,77,1998,IN,golf,Rivera Ltd
Jermaine,Estrada,1975/10/19,2018/07/25,64,1996,NM,golf,Williams-Stephenson
Jill,Jennings,1991/12/23,2018/01/21,35,1992,DE,golf,"Hopkins, Barnes and Ward"
Scott,Sullivan,1970/04/10,2018/06/25,94,1989,AR,golf,Peterson and Sons
Paula,Cox,1966/06/21,2018/08/24,60,1985,RI,golf,"Kelley, Gilbert and Jackson"
Michael,Mendez,1962/02/11,2018/06/26,97,2008,CO,golf,"Jackson, Carlson and Contreras"
Kathryn,Martin,1965/09/13,2018/07/28,63,1982,DC,golf,"Brown, Vasquez and Sanchez"
Adam,Hudson,1998/10/25,2018/08/21,58,2003,KY,golf,Hunter Ltd
Holly,Garcia,1968/12/05,2018/08/03,32,1995,IL,golf,Scott and Sons
Desiree,Miller,1984/12/17,2018/07/14,88,1986,CA,golf,Rivera-Morrow
Kelsey,Smith,1972/03/28,2018/01/21,89,2001,AZ,golf,
Margaret,Hoffman,1995/04/20,2018/02/09,89,2003,WV,golf,Hunter Ltd
Elizabeth,Mcintyre,1977/01/22,2018/07/13,43,1996,ND,golf,Keller Group
Christina,Knox,1994/03/16,2018/11/13,82,2016,MO,golf,"Kelley, Gilbert and Jackson"
Rachel,Guerra,1973/01/30,2018/04/28,60,2018,AK,golf,Parker Group
Dawn,Williams,1981/04/23,2018/06/20,33,2004,MO,golf,Keller Group
Benjamin,Baxter,1991/10/14,2018/01/24,72,2008,UT,golf,"Smith, Torres and Matthews"
Tracy,Hernandez,1966/10/06,2018/11/01,67,2002,AL,golf,Parker Group
Brad,Larson,1983/04/14,2018/07/14,44,1986,LA,golf,"Hopkins, Barnes and Ward"
Robert,Baird,1962/01/10,2018/08/12,33,2015,RI,golf,Scott and Sons
Gregory,Hayes,1984/06/11,2018/12/16,94,2016,WY,golf,Rivera-Morrow
Maria,Olson,1972/04/21,2018/09/08,51,2003,WY,golf,"Kelley, Gilbert and Jackson"
Gary,Campbell,1968/09/06,2018/12/17,88,2009,NC,golf,"Jackson, Carlson and Contreras"
Dustin,Powers,1994/05/17,2018/02/17,74,2008,ND,golf,Mcdonald Inc
Natasha,Webb,1982/01/02,2018/01/23,90,2005,UT,golf,Hunter Ltd
Terri,Robbins,1966/01/28,2018/07/30,43,2001,UT,golf,"Jackson, Carlson and Contreras"
Steven,Salazar,1987/01/06,2018/12/19,79,1996,DE,golf,"Alvarez, Schaefer and Robertson"
David,Lane,1966/07/29,2018/06/24,63,2011,NM,golf,Mcdonald Inc
Sarah,Taylor,1971/03/06,2018/10/19,81,2002,UT,golf,
Caleb,Lee,1995/08/28,2018/10/21,62,1997,IN,golf,"Kelley, Gilbert and Jackson"
Cindy,Riggs,1989/02/19,2018/06/02,88,2014,WA,golf,"Brown, Vasquez and Sanchez"
Cassandra,Walker,1985/04/01,2018/01/10,71,2018,VT,golf,Pearson Group
James,Rivera,1968/06/06,2018/12/10,30,1979,AR,golf,Rivera-Morrow
Christine,Conley,1982/06/28,2018/02/17,60,2002,PA,golf,Bruce Inc
Cynthia,Wheeler,1964/05/31,2018/06/22,54,1987,NV,golf,Bruce Inc
David,Wright,1998/12/09,2018/05/30,68,2016,AK,golf,Scott and Sons
Julia,Campbell,1959/01/13,2018/10/24,51,1979,VA,golf,Rivera Ltd
Nicholas,Davis,1978/11/19,2018/11/25,73,2004,MO,golf,"Hopkins, Barnes and Ward"
Ashley,Lawson,1969/07/03,2018/01/29,84,1994,CO,golf,"Hopkins, Barnes and Ward"
Hailey,Elliott,1979/08/20,2018/07/31,48,2008,ND,golf,Taylor-Alvarez
Courtney,Guzman,1966/01/12,2018/03/19,41,1993,VA,golf,"Brown, Vasquez and Sanchez"
Bailey,Lowe,1975/02/06,2018/08/07,62,1990,PA,golf,Hunter Ltd
Timothy,Peterson,1976/06/04,2018/09/06,91,2006,AK,golf,Pearson Group
Paula,Harris,1975/03/12,2018/10/02,81,1993,IN,golf,"Kelley, Gilbert and Jackson"
Kimberly,Hensley,1962/09/13,2018/12/30,62,1982,FL,golf,Taylor-Alvarez
Jason,Macias,1960/07/23,2019/01/07,57,2008,IA,golf,Pearson Group
Michael,Powell,1966/04/19,2018/09/03,67,2016,OK,golf,Keller Group
Jeffrey,Mcgrath,1991/03/22,2018/05/17,77,1993,PA,golf,"Mullen, Huffman and Vasquez"
Taylor,Marquez,1991/12/23,2018/12/05,60,2003,NH,golf,Bruce Inc
Christine,Collins,1994/04/04,2018/01/13,93,2002,MA,golf,"Jackson, Carlson and Contreras"
Kyle,Wall,1979/04/10,2018/08/12,34,1990,NE,golf,Rivera-Morrow
Jon,Nguyen,1979/01/29,2018/06/06,65,2002,MN,golf,Mcdonald Inc
Victoria,Morris,1960/03/07,2018/11/01,58,2000,NV,golf,Williams-Stephenson
Cheryl,Turner,1974/06/06,2018/07/02,90,1979,DC,golf,Keller Group
Jaime,Jackson,1994/05/05,2018/10/05,77,2003,AK,golf,Pearson Group
Noah,Wade,1973/09/21,2018/01/10,89,1983,MA,golf,Bruce Inc
Richard,Nelson,1989/02/12,2018/11/26,36,2014,NM,golf,"Smith, Torres and Matthews"
Jennifer,Zimmerman,1972/12/02,2018/07/03,61,1982,MS,golf,Keller Group
Aaron,Taylor,1968/05/24,2018/07/07,91,1976,IL,golf,Keller Group
Lauren,Wilson,1976/06/19,2018/05/07,93,1994,IA,golf,Peterson and Sons
Deborah,Schneider,1961/05/10,2018/10/09,31,2018,VA,golf,Parker Group
Margaret,Valdez,1967/03/28,2018/06/03,69,1995,OR,golf,Bruce Inc
Bruce,Campos,1964/01/09,2018/09/13,85,2017,AK,golf,"Mullen, Huffman and Vasquez"
Edward,Parker,1970/07/26,2018/05/19,46,1972,ND,golf,"Jackson, Carlson and Contreras"
Christopher,White,1974/08/20,2018/09/17,84,1995,NH,golf,Pearson Group
Nathan,Ross,1966/07/27,2018/08/31,94,1991,VT,golf,"Smith, Torres and Matthews"
Mark,Hutchinson,1977/05/12,2018/01/20,42,1995,MS,golf,"Hopkins, Barnes and Ward"
Billy,Garcia,1973/06/09,2018/11/06,34,1996,WA,golf,Keller Group
Frank,Medina,1964/07/30,2018/02/12,96,1977,TN,golf,"Alvarez, Schaefer and Robertson"
Robert,Booker,1984/11/13,2018/10/13,93,1991,ND,golf,Pearson Group
Stephanie,Vaughan,1961/07/13,2018/08/04,91,1973,TN,golf,Rivera-Morrow
David,Wolfe,1961/03/24,2018/11/03,44,2011,ND,golf,Keller Group
David,Carr,1971/09/03,2018/09/15,68,2003,CA,golf,"Brown, Vasquez and Sanchez"
Susan,Smith,1961/04/01,2018/05/06,39,1996,DE,golf,"Brown, Vasquez and Sanchez"
Carolyn,Garcia,1963/12/31,2018/04/12,92,2004,OH,golf,Scott and Sons
Raymond,Patton,1961/09/16,2018/06/15,99,1988,WI,golf,"Brown, Vasquez and Sanchez"
Valerie,Houston,1971/01/21,2018/09/08,65,1997,AL,golf,"Jackson, Carlson and Contreras"
Andre,Camacho,1984/10/15,2018/04/14,39,2011,NE,golf,Peterson and Sons
Christina,Dodson,1976/10/27,2018/05/10,60,1992,MD,golf,
Jared,Davis,1961/01/18,2018/06/26,95,1986,KS,golf,Williams-Stephenson
Kelsey,Pitts,1982/03/20,2018/02/24,86,2004,MN,golf,Bruce Inc
Dylan,Mcdonald,1969/03/08,2018/03/25,48,1980,KS,golf,Keller Group
Frank,Pearson,1990/09/13,2018/02/22,35,2012,MT,golf,"Jackson, Carlson and Contreras"
Randy,Davis,1971/02/15,2018/03/02,72,1995,WY,golf,Williams-Stephenson
Christian,Moore,1983/09/15,2018/04/25,66,1991,MN,golf,"Brown, Vasquez and Sanchez"
Charles,Rodriguez,1973/02/15,2018/04/19,34,2002,MD,golf,"Mullen, Huffman and Vasquez"
Tiffany,Sullivan,1990/11/11,2018/08/22,87,2013,NE,golf,Mcdonald Inc
Stephen,Murphy,1963/10/14,2018/05/02,71,1994,CT,golf,"Jackson, Carlson and Contreras"
Miranda,Wood,1966/11/06,2018/08/14,69,2000,NE,golf,"Martin, Mcknight and Clark"
Elizabeth,Good,1990/11/09,2018/03/31,82,2017,AK,golf,Peterson and Sons
Brad,Carr,1971/02/27,2018/12/01,44,1991,TX,golf,Rivera Ltd
Tina,Martin,1986/08/16,2018/01/23,97,2014,RI,golf,"Martin, Mcknight and Clark"
Tami,Riley,1967/05/22,2018/04/22,95,1990,SD,golf,Rivera Ltd
Ricardo,Newton,1981/01/11,2018/09/28,94,1994,MD,golf,Williams-Stephenson
Christopher,Hernandez,1965/08/09,2018/02/11,40,2008,MI,golf,"Kelley, Gilbert and Jackson"
Mark,Andrews,1995/01/05,2018/03/07,67,2008,IA,golf,"Jackson, Carlson and Contreras"
Patricia,Stewart,1981/04/25,2018/07/21,53,2016,CT,golf,
Andrew,Ortega,1976/09/27,2018/10/05,71,1995,HI,golf,Parker Group
Brenda,Shaw,1966/10/09,2018/04/13,89,2008,IA,golf,Rivera-Morrow
Kathryn,Newman,1978/09/15,2018/05/12,37,2013,TX,golf,Williams-Stephenson
Michael,Garcia,1979/11/22,2018/02/23,35,2008,SD,golf,Taylor-Alvarez
Dylan,Allison,1973/03/04,2018/09/10,45,1986,VT,golf,Keller Group
Thomas,Young,1969/11/22,2018/05/01,58,1975,OR,golf,"Hopkins, Barnes and Ward"
Amanda,Reynolds,1959/05/06,2018/08/22,72,2012,NV,golf,Bruce Inc
Jeffrey,Mcbride,1991/03/09,2018/05/17,40,2013,AL,golf,Parker Group
William,Woods,1978/06/02,2018/06/11,96,2018,MI,golf,"Hopkins, Barnes and Ward"
Matthew,Thompson,1962/11/14,2018/10/28,79,2018,OR,golf,Peterson and Sons
Miguel,Le,1973/02/18,2018/08/09,39,2009,ME,golf,"Brown, Vasquez and Sanchez"
Jason,Clark,1961/07/08,2018/10/17,76,2007,WV,golf,"Alvarez, Schaefer and Robertson"
Megan,Smith,1994/10/10,2018/09/02,92,2008,VA,golf,Rivera-Morrow
Gabriela,Sanchez,1960/11/05,2018/12/07,37,2005,WI,golf,
Charles,Guzman,1971/09/17,2018/04/18,71,1979,SC,golf,Rivera-Morrow
Jason,Hall,1965/08/14,2018/06/26,65,2018,AL,golf,Williams-Stephenson
Dale,Contreras,1968/01/13,2018/06/26,93,2001,AR,golf,Scott and Sons
Zachary,Hart,1986/06/30,2018/07/24,60,2009,AR,golf,Mcdonald Inc
James,Baker,1978/03/17,2018/11/02,34,1993,RI,golf,"Alvarez, Schaefer and Robertson"
Kelly,Sanchez,1995/02/25,2018/08/24,83,1999,NY,golf,"Martin, Mcknight and Clark"
Patrick,Vance,1970/06/14,2018/02/17,98,1972,ID,golf,"Alvarez, Schaefer and Robertson"
Katherine,Cook,1975/04/26,2018/05/29,48,2008,AR,golf,Peterson and Sons
Kelly,Miller,1984/02/05,2018/01/27,72,1995,MN,golf,Scott and Sons
Caitlin,Cowan,1966/12/26,2018/06/02,39,1970,WA,golf,Rivera Ltd
Larry,Johnson,1994/06/16,2018/04/11,84,2017,CA,golf,"Hopkins, Barnes and Ward"
John,Davis,1973/08/24,2018/11/20,39,2007,OH,golf,Scott and Sons
Morgan,Castro,1960/01/30,2018/05/19,55,2011,DE,golf,Hunter Ltd
Barry,Rios,1979/10/25,2019/01/08,79,1999,MN,golf,"Martin, Mcknight and Clark"
Hannah,Benitez,1965/08/31,2018/07/15,77,1975,ID,golf,Taylor-Alvarez
Christina,Martin,1965/01/06,2018/08/04,76,1996,AR,golf,
Kenneth,Blankenship,1972/06/21,2018/07/18,38,2018,WV,golf,Rivera Ltd
Kimberly,Silva,1982/07/09,2018/10/05,62,2003,TX,golf,"Mullen, Huffman and Vasquez"
Pamela,Meyer,1995/04/07,2018/06/30,62,1999,LA,golf,Bruce Inc
Loretta,Chen,1966/09/23,2018/09/03,51,2006,AL,golf,"Kelley, Gilbert and Jackson"
Thomas,Bradley,1984/06/20,2018/05/22,61,2009,DC,golf,"Alvarez, Schaefer and Robertson"
Ryan,Randall,1969/12/05,2018/06/29,63,1980,SD,golf,
David,Clements,1977/06/22,2018/05/16,50,2004,AL,golf,Keller Group
William,Townsend,1993/09/17,2018/10/18,96,1995,CO,golf,"Mullen, Huffman and Vasquez"
Kimberly,Robinson,1969/05/26,2018/12/07,33,2007,WV,golf,Keller Group
Corey,Keith,1976/08/01,2018/06/13,93,1999,MO,golf,"Brown, Vasquez and Sanchez"
Nathan,Miller,1985/08/23,2018/02/27,85,1996,LA,golf,Williams-Stephenson
Peter,Bryant,1966/03/20,2018/05/21,97,1984,MI,golf,"Brown, Vasquez and Sanchez"
Monica,Riley,1964/10/25,2018/06/25,32,2015,AR,golf,Scott and Sons
Charles,Giles,1968/02/16,2018/10/11,67,1997,ME,golf,Taylor-Alvarez
James,Scott,1986/04/19,2018/12/25,39,1999,UT,golf,Parker Group
Gary,Miller,1969/07/11,2018/11/17,93,1989,IA,golf,Parker Group
Nathaniel,Parker,1984/06/18,2018/10/24,42,1989,DE,golf,Keller Group
Jeremiah,Carey,1982/10/02,2018/01/31,63,1993,NJ,golf,Pearson Group
Roger,Boyle,1971/10/18,2018/03/24,33,1975,PA,golf,"Brown, Vasquez and Sanchez"
Brian,Rubio,1960/06/29,2019/01/01,81,1994,TN,golf,"Smith, Torres and Matthews"
