first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Mario,Cooley,1996/09/11,2018/08/21,93,1987,GA,softball,"Kelley, Gilbert and Jackson"
Dana,Graves,1984/10/09,2018/08/31,34,1977,AK,softball,Rivera Ltd
Kyle,Peterson,1988/02/10,2018/05/10,37,1982,CO,softball,Hunter Ltd
Amber,Phillips,1978/09/24,2018/08/17,68,1976,AZ,softball,Mcdonald Inc
Kristin,White,1981/03/29,2018/12/06,90,1972,NH,softball,"Mullen, Huffman and Vasquez"
Kelly,Davis,1989/05/24,2018/09/14,70,1986,NM,softball,
Laura,Gordon,1984/02/12,2018/01/26,61,1972,MI,softball,Rivera Ltd
Kimberly,Jackson,1998/10/18,2018/02/03,76,1982,IL,softball,Mcdonald Inc
Tina,Gilbert,1983/04/17,2018/07/27,35,1983,SD,softball,Scott and Sons
Jennifer,Case,1984/12/17,2018/02/16,88,1977,MO,softball,Rivera-Morrow
Mr.,David Fletcher Jr.,1983/10/23,2018/07/04,71,1979,GA,softball,Keller Group
Kirk,Schmidt,1990/09/24,2018/09/13,83,1977,NE,softball,"Smith, Torres and Matthews"
Christy,Harris,1976/09/19,2018/05/13,96,1972,MN,softball,Taylor-Alvarez
Rachel,Roy,1994/12/10,2018/03/09,77,1994,AK,softball,"Smith, Torres and Matthews"
Cory,Hampton,1989/07/01,2018/03/10,66,1970,AZ,softball,"Jackson, Carlson and Contreras"
Brady,Campos,1988/08/22,2018/12/10,95,1977,NE,softball,"Alvarez, Schaefer and Robertson"
Kayla,Sandoval,1985/04/04,2018/09/09,79,1979,SD,softball,Bruce Inc
Aaron,Schultz,1993/01/23,2018/06/29,46,1988,CA,softball,"Mullen, Huffman and Vasquez"
Wendy,Riley,1987/08/28,2018/12/03,39,1982,MS,softball,Williams-Stephenson
Carol,Taylor,1987/04/16,2018/08/27,60,1973,IL,softball,Williams-Stephenson
Mr.,Jason Hill,1990/11/17,2018/09/18,49,1987,OK,softball,Pearson Group
Phillip,Diaz,1977/04/05,2018/11/04,51,1973,SD,softball,Rivera Ltd
Michael,Carey,1997/01/11,2018/02/21,54,1997,VT,softball,"Hopkins, Barnes and Ward"
Brittany,Adams,1979/12/24,2018/12/11,85,1979,ID,softball,
Joanna,Armstrong,1982/01/30,2018/12/30,73,1977,MS,softball,Keller Group
Ronald,Olson,1997/01/20,2018/06/09,57,1988,RI,softball,Rivera Ltd
Cheryl,Miller,1979/11/20,2018/07/19,83,1976,NM,softball,"Hopkins, Barnes and Ward"
Alan,Solomon,1982/12/19,2018/04/01,85,1980,NC,softball,"Kelley, Gilbert and Jackson"
Shelby,Taylor,1996/09/17,2018/05/01,89,1983,ME,softball,Scott and Sons
William,Hall,1984/09/18,2018/05/30,48,1974,DE,softball,Bruce Inc
Michelle,Moore,1993/03/17,2018/11/21,91,1991,ME,softball,Rivera-Morrow
Christopher,Hudson,1981/07/28,2018/12/30,80,1972,SD,softball,Peterson and Sons
Sarah,Galvan,1993/04/29,2018/12/15,37,1975,AK,softball,Bruce Inc
Ms.,Tina Moran,1978/02/15,2018/09/22,93,1974,NM,softball,Hunter Ltd
Cynthia,Franklin,1992/04/07,2018/06/25,83,1987,IA,softball,Williams-Stephenson
Andrew,Mayo,1984/10/21,2018/11/07,88,1978,IN,softball,Bruce Inc
Penny,Henderson,1998/03/06,2018/05/26,74,1982,NY,softball,"Alvarez, Schaefer and Robertson"
Christopher,Williams,1996/07/19,2018/09/12,69,1991,VA,softball,Scott and Sons
Dr.,David Parrish,1993/02/03,2018/08/11,93,1989,DE,softball,Bruce Inc
David,Gibson,1992/05/18,2018/10/09,52,1976,PA,softball,Peterson and Sons
Troy,Miller,1988/08/19,2018/08/25,45,1976,AZ,softball,Williams-Stephenson
Angela,Christensen,1989/02/08,2018/11/09,80,1980,ME,softball,"Martin, Mcknight and Clark"
Brian,Miller,1991/12/11,2018/08/11,64,1990,CA,softball,"Alvarez, Schaefer and Robertson"
Derek,Burnett,1985/02/22,2018/07/30,39,1975,NM,softball,Taylor-Alvarez
Elizabeth,Dunn,1993/11/07,2018/04/01,51,1983,OR,softball,Rivera-Morrow
James,Crane,1991/01/25,2018/02/20,50,1975,WY,softball,Taylor-Alvarez
Eric,Cummings,1983/08/27,2018/11/25,44,1981,ME,softball,Mcdonald Inc
Monica,Green DDS,1991/07/28,2018/05/07,56,1991,AR,softball,"Kelley, Gilbert and Jackson"
Joseph,Clark,1982/08/06,2018/01/09,56,1973,NH,softball,Hunter Ltd
Gerald,Flowers,1992/07/29,2018/02/26,38,1975,ID,softball,Hunter Ltd
Kimberly,Miller,1997/11/27,2018/09/30,31,1978,TN,softball,Parker Group
Dr.,Jerry Rubio,1986/08/08,2018/05/01,69,1980,VA,softball,Mcdonald Inc
Sabrina,Boyd,1983/03/12,2018/06/25,45,1980,TX,softball,Scott and Sons
Steven,Gaines,1992/06/27,2018/01/09,39,1973,NH,softball,Pearson Group
Bailey,Kim,1993/10/05,2018/07/25,39,1979,TX,softball,"Martin, Mcknight and Clark"
Krystal,Lamb,1998/01/13,2018/03/15,67,1976,CA,softball,Hunter Ltd
Larry,Briggs,1985/11/24,2018/07/02,36,1976,WI,softball,Scott and Sons
Robert,Forbes,1994/03/20,2018/07/25,81,1984,AR,softball,"Jackson, Carlson and Contreras"
Heidi,Velasquez,1990/09/10,2018/05/16,83,1979,ME,softball,"Hopkins, Barnes and Ward"
Savannah,Stout,1989/06/11,2018/05/15,48,1981,WY,softball,Bruce Inc
Michael,Martinez,1990/07/26,2018/07/14,83,1975,WY,softball,Rivera-Morrow
Tyler,Fletcher,1994/03/27,2018/03/03,59,1975,WY,softball,Mcdonald Inc
Bethany,James,1993/03/10,2018/09/20,66,1973,CT,softball,Scott and Sons
Ralph,Cooper,1991/11/27,2018/06/21,83,1982,TX,softball,"Jackson, Carlson and Contreras"
Jerome,Wright,1995/09/07,2018/01/17,37,1971,IL,softball,Peterson and Sons
David,Phelps,1984/02/22,2018/12/06,87,1977,CO,softball,Rivera Ltd
Valerie,Friedman,1992/01/20,2018/09/14,65,1983,IA,softball,Scott and Sons
Michelle,Robinson,1992/10/26,2018/11/03,37,1986,CO,softball,"Martin, Mcknight and Clark"
David,Kennedy,1976/09/17,2018/05/10,40,1972,ID,softball,Hunter Ltd
Dan,Adams,1987/09/08,2018/03/05,91,1981,ID,softball,"Jackson, Carlson and Contreras"
Brett,Christensen,1998/07/08,2018/07/09,54,1993,KY,softball,Hunter Ltd
Patrick,Moran,1992/10/01,2018/03/03,81,1972,NM,softball,Rivera Ltd
Kristin,Foley,1991/10/10,2018/06/02,67,1973,KS,softball,"Hopkins, Barnes and Ward"
Daniel,Dyer,1993/02/14,2018/10/15,68,1977,VT,softball,Pearson Group
John,Lopez,1985/02/19,2018/07/31,95,1975,VA,softball,"Kelley, Gilbert and Jackson"
Randall,Hendricks,1979/12/01,2018/08/23,85,1972,SC,golf,"Jackson, Carlson and Contreras"
Brandon,Roberts,1990/04/28,2018/07/13,72,1984,DC,golf,Bruce Inc
Gabriel,Martin,1983/05/19,2018/12/29,72,1974,CT,golf,Peterson and Sons
Alison,Huff,1988/04/30,2018/01/13,71,1987,IN,golf,"Mullen, Huffman and Vasquez"
Michael,Cook,1980/10/25,2018/08/30,81,1978,SC,golf,Rivera-Morrow
Lisa,Smith,1986/02/16,2018/04/15,82,1973,WA,golf,Rivera Ltd
Ryan,Miller,1994/05/13,2018/01/28,62,1972,IN,golf,"Mullen, Huffman and Vasquez"
Brenda,Ward,1982/03/28,2018/04/16,90,1979,SC,golf,"Brown, Vasquez and Sanchez"
James,Wilson,1994/09/18,2018/03/01,94,1987,CA,golf,Scott and Sons
James,Bender,1998/02/25,2018/01/18,99,1976,LA,golf,"Smith, Torres and Matthews"
Michael,Hardin,1987/08/16,2018/10/12,33,1986,WA,golf,Scott and Sons
Kendra,Leonard,1987/01/14,2018/07/21,96,1983,ID,golf,Mcdonald Inc
Raymond,Smith,1994/02/09,2018/08/07,34,1993,ME,golf,Peterson and Sons
Courtney,Silva,1991/07/08,2018/07/06,58,1975,NH,golf,Keller Group
Lisa,Smith,1990/04/04,2018/12/08,47,1983,AR,golf,Williams-Stephenson
Brendan,King,1993/08/15,2019/01/04,78,1978,NC,golf,Keller Group
Richard,Horn,1971/12/11,2018/01/17,58,1971,VA,golf,Mcdonald Inc
Cindy,Hart,1984/06/19,2018/03/20,57,1979,LA,golf,Rivera-Morrow
Susan,Garza,1996/01/20,2018/11/02,32,1972,NH,golf,Pearson Group
John,Jones,1985/08/20,2018/03/23,45,1971,GA,golf,Parker Group
Joshua,Davis,1998/02/15,2018/01/25,62,1987,ND,golf,"Martin, Mcknight and Clark"
Deborah,Williams,1989/06/12,2018/04/12,50,1987,IN,golf,"Jackson, Carlson and Contreras"
Darren,Sanchez,1993/03/10,2018/01/26,99,1989,HI,golf,Mcdonald Inc
David,Martinez,1983/03/24,2018/11/14,69,1972,NC,golf,Pearson Group
Katherine,Martinez,1984/09/28,2018/07/22,63,1980,GA,golf,Hunter Ltd
Amanda,Hill,1993/02/09,2018/10/27,58,1985,GA,golf,Parker Group
Ashley,Rivera,1990/10/03,2018/07/13,44,1970,OR,golf,Mcdonald Inc
Morgan,Evans,1998/06/06,2018/03/07,67,1991,CO,golf,Rivera Ltd
James,Clark,1985/12/20,2018/10/05,56,1978,SC,golf,"Mullen, Huffman and Vasquez"
Wesley,Anderson,1976/01/14,2018/03/13,95,1975,HI,golf,"Mullen, Huffman and Vasquez"
Miguel,Smith,1974/11/24,2018/10/30,63,1973,SC,golf,"Smith, Torres and Matthews"
Gina,Clark,1989/06/04,2018/02/12,64,1975,NV,golf,Rivera Ltd
Kimberly,Williams,1987/04/27,2018/06/15,91,1975,SC,golf,"Mullen, Huffman and Vasquez"
Samuel,Martin,1987/05/11,2018/04/15,60,1977,GA,golf,Scott and Sons
Joseph,Wallace,1993/08/19,2018/05/14,85,1990,HI,golf,Keller Group
Kenneth,Gibson,1988/10/24,2018/09/10,65,1976,CO,golf,"Brown, Vasquez and Sanchez"
Tiffany,Robinson,1987/08/29,2018/05/23,43,1972,NH,golf,Taylor-Alvarez
Stephanie,Chan,1978/02/05,2018/08/30,59,1974,MD,golf,Bruce Inc
Matthew,Snyder,1992/03/22,2018/04/17,92,1983,MO,golf,"Martin, Mcknight and Clark"
Thomas,Carrillo,1982/03/24,2018/02/23,79,1972,CO,golf,"Hopkins, Barnes and Ward"
Linda,Greene,1984/10/28,2018/02/28,80,1984,PA,golf,Pearson Group
Amy,Le,1981/01/19,2018/09/11,51,1970,MS,golf,Williams-Stephenson
Alexander,Wells,1979/01/14,2018/10/02,70,1979,ME,golf,"Kelley, Gilbert and Jackson"
Timothy,Petersen,1993/07/24,2018/02/25,50,1973,NH,golf,"Jackson, Carlson and Contreras"
Janice,Reed,1990/07/01,2018/03/26,40,1972,MS,golf,"Mullen, Huffman and Vasquez"
Amy,Ford,1990/05/23,2018/07/29,50,1979,OR,golf,"Jackson, Carlson and Contreras"
David,Mckenzie,1995/01/14,2018/10/30,85,1975,WA,golf,"Hopkins, Barnes and Ward"
April,Melton,1978/07/05,2018/01/29,77,1973,VA,golf,Taylor-Alvarez
Brandon,Stone,1993/10/21,2018/07/04,68,1984,MI,golf,Keller Group
Kayla,Murillo,1973/10/08,2018/12/04,89,1970,AR,golf,
Sheila,Smith,1993/08/23,2018/09/07,91,1976,DE,golf,Rivera-Morrow
Donald,Wolf,1981/08/25,2018/04/30,59,1973,OK,golf,Pearson Group
David,Harrison,1997/10/12,2018/08/29,31,1996,NJ,golf,Pearson Group
Nicholas,Jensen,1986/03/30,2018/02/20,66,1979,SC,golf,Rivera Ltd
Linda,Rodriguez,1985/05/16,2018/05/04,41,1980,NH,golf,Peterson and Sons
Roberto,Oneal,1995/03/20,2018/06/26,64,1992,GA,golf,"Martin, Mcknight and Clark"
Valerie,Madden,1998/10/08,2018/05/30,46,1974,NH,golf,Mcdonald Inc
April,Ingram,1989/05/09,2018/08/22,99,1972,TX,golf,Williams-Stephenson
Kevin,Madden,1991/12/26,2018/05/24,88,1972,NM,golf,Taylor-Alvarez
Melinda,Reid,1993/10/28,2019/01/06,90,1971,OR,golf,"Jackson, Carlson and Contreras"
Victor,Blair,1989/05/04,2018/12/26,72,1988,GA,golf,Williams-Stephenson
Gary,Brown,1986/07/15,2018/03/31,42,1977,MA,golf,"Brown, Vasquez and Sanchez"
Brian,Anderson,1978/05/13,2018/08/30,96,1972,MN,golf,"Kelley, Gilbert and Jackson"
Valerie,Mendoza,1998/10/28,2018/01/15,56,1974,DE,golf,Mcdonald Inc
Michael,Villegas,1980/08/24,2018/05/04,64,1972,CT,golf,Rivera Ltd
Rebecca,Castillo,1991/01/13,2018/12/30,49,1975,TX,golf,"Jackson, Carlson and Contreras"
Michelle,Sanford,1972/05/01,2018/02/23,38,1970,TN,golf,Keller Group
Holly,Hamilton,1991/11/10,2018/03/19,77,1982,NC,golf,Parker Group
Julie,Austin,1974/01/20,2018/11/12,42,1973,KS,golf,Parker Group
Latasha,Mccoy,1997/10/03,2018/04/28,58,1982,HI,golf,"Brown, Vasquez and Sanchez"
Megan,Wagner,1975/04/06,2018/12/21,62,1975,VT,golf,Peterson and Sons
William,Martin,1990/08/07,2018/12/17,31,1971,HI,golf,"Brown, Vasquez and Sanchez"
Amanda,Ward,1997/11/13,2018/04/27,83,1977,WI,golf,Bruce Inc
Karen,Morales,1994/12/22,2019/01/04,92,1978,AK,golf,"Hopkins, Barnes and Ward"
Jeffery,Blankenship,1993/03/27,2018/07/11,52,1977,VA,golf,Parker Group
Michael,Wilson,1996/12/23,2018/02/09,76,1970,MS,golf,Peterson and Sons
Joshua,Mcdaniel,1987/05/15,2018/03/23,58,1985,OK,golf,
Ashley,Schmidt,1981/02/24,2018/04/28,51,1972,IN,golf,Hunter Ltd
Randy,Howell,1988/05/07,2018/09/07,91,1977,MD,golf,"Smith, Torres and Matthews"
Mary,Baker,1994/09/06,2018/10/04,79,1994,AK,golf,Mcdonald Inc
Brittney,Clark,1974/08/24,2018/11/29,57,1972,KY,golf,Mcdonald Inc
Tracy,Todd,1998/05/03,2018/04/05,44,1988,TN,golf,"Smith, Torres and Matthews"
Stacy,Horn,1980/04/23,2018/02/14,45,1970,MO,golf,"Alvarez, Schaefer and Robertson"
Jennifer,Beck,1994/12/31,2018/12/24,53,1973,NV,golf,"Brown, Vasquez and Sanchez"
Scott,Cunningham,1990/08/24,2018/01/21,72,1970,AZ,golf,Mcdonald Inc
Bruce,Ward,1982/10/04,2018/01/22,58,1970,MS,golf,"Martin, Mcknight and Clark"
Stacey,Hogan,1994/07/16,2018/08/27,71,1984,MD,golf,Parker Group
Shawn,Warner,1996/01/28,2018/10/11,79,1983,NY,golf,"Smith, Torres and Matthews"
Kim,Holloway,1993/05/17,2018/09/21,35,1974,SD,golf,Bruce Inc
Gabriel,Soto,1978/12/06,2018/07/06,94,1971,NM,golf,Scott and Sons
Lisa,Duncan,1996/04/05,2018/04/02,68,1988,MT,golf,Williams-Stephenson
Kerry,Graham,1991/06/25,2018/11/16,99,1984,SD,golf,Bruce Inc
Randy,James,1994/12/25,2018/03/15,41,1973,OH,golf,"Brown, Vasquez and Sanchez"
Felicia,Lopez,1985/10/02,2018/10/19,53,1971,TX,golf,Peterson and Sons
Cheryl,Benton,1994/02/13,2018/12/24,72,1980,NH,golf,Hunter Ltd
Wendy,Henry,1993/08/27,2018/05/24,43,1977,HI,golf,Rivera Ltd
Laura,Burns,1997/04/07,2018/07/16,82,1976,NY,golf,Mcdonald Inc
Chad,Patel,1996/08/15,2018/02/06,48,1970,CO,golf,"Alvarez, Schaefer and Robertson"
Phillip,Wolf,1988/12/06,2018/11/22,66,1979,TN,golf,Hunter Ltd
Stacy,Farrell,1997/10/23,2018/12/11,67,1982,IL,golf,Rivera Ltd
Nicole,Bowen,1997/11/12,2018/11/17,79,1974,OH,golf,Bruce Inc
Sarah,Brown,1986/10/30,2018/10/09,46,1975,VT,golf,
Marilyn,Carter,1993/02/27,2018/08/28,31,1993,WI,golf,Williams-Stephenson
Peter,Price,1984/09/06,2018/06/07,72,1974,IL,golf,Rivera-Morrow
William,Collins,1987/09/10,2018/05/20,39,1972,SC,golf,Rivera-Morrow
John,Wood,1983/03/22,2018/08/07,64,1983,AR,golf,"Brown, Vasquez and Sanchez"
Angela,Coleman,1980/05/18,2018/12/16,90,1973,AL,golf,Keller Group
Brittney,Miller,1994/10/16,2018/12/08,72,1974,MN,golf,Parker Group
Jared,Thomas,1975/08/21,2018/08/21,76,1972,MD,golf,Parker Group
Robert,Lynn,1995/03/11,2018/04/12,58,1994,DC,golf,"Alvarez, Schaefer and Robertson"
Emily,Estes,1994/03/22,2018/09/24,61,1974,NJ,golf,Pearson Group
Elaine,Hicks,1990/02/13,2018/03/25,69,1981,RI,golf,Keller Group
Christine,Ray,1993/06/11,2018/11/24,66,1986,ND,golf,"Hopkins, Barnes and Ward"
James,Ball,1986/04/26,2018/01/30,81,1979,KY,golf,"Martin, Mcknight and Clark"
Monica,Mueller,1990/04/19,2018/08/27,61,1977,NH,golf,"Kelley, Gilbert and Jackson"
Juan,Hernandez,1987/01/29,2018/02/17,85,1983,UT,golf,Rivera Ltd
Nancy,Holden,1996/11/14,2018/04/11,78,1996,KY,golf,"Alvarez, Schaefer and Robertson"
Kenneth,Johnson,1998/01/02,2018/12/27,54,1998,AZ,golf,"Alvarez, Schaefer and Robertson"
Bryan,Brown,1989/09/29,2018/10/17,43,1984,OH,golf,Rivera Ltd
Barbara,Johnson,1993/06/02,2018/01/16,38,1987,MD,golf,"Brown, Vasquez and Sanchez"
Laura,Gibson,1996/07/20,2018/11/21,50,1992,CO,golf,"Smith, Torres and Matthews"
Kevin,Carpenter,1981/07/29,2018/09/06,83,1978,NJ,golf,
Michael,Randall,1976/01/14,2018/12/05,81,1970,CT,golf,Pearson Group
Mary,Cox,1991/07/11,2018/06/24,85,1972,WY,golf,
Lawrence,Hamilton,1993/06/01,2018/03/03,73,1976,MS,golf,Parker Group
Debra,Byrd,1980/07/05,2018/05/15,51,1980,RI,golf,"Kelley, Gilbert and Jackson"
Javier,Moran,1994/10/20,2018/08/27,83,1993,HI,golf,Scott and Sons
Barbara,Scott,1992/06/18,2018/12/06,73,1989,WY,golf,"Jackson, Carlson and Contreras"
Shawn,Petersen,1995/02/09,2018/04/08,60,1972,GA,golf,"Alvarez, Schaefer and Robertson"
Anthony,White,1998/01/11,2018/07/12,34,1971,AZ,golf,"Martin, Mcknight and Clark"
Debra,Coleman,1994/06/29,2018/09/18,31,1971,ME,golf,Peterson and Sons
Ashley,Ramirez,1985/12/17,2018/12/02,38,1976,CO,golf,Rivera Ltd
Michael,Armstrong,1976/11/30,2018/12/25,36,1971,TN,golf,Peterson and Sons
Dustin,Johnson,1984/04/15,2018/02/03,69,1975,CT,golf,Pearson Group
Joan,Johnson,1985/02/09,2018/01/30,57,1975,DE,golf,
Regina,Martinez,1974/08/17,2018/03/11,67,1973,ME,golf,"Jackson, Carlson and Contreras"
Billy,Hurst,1996/05/16,2018/12/28,33,1985,KY,golf,"Brown, Vasquez and Sanchez"
Deborah,Reyes,1993/05/20,2018/09/27,52,1973,VT,golf,Hunter Ltd
Amber,Beasley,1998/11/25,2018/02/20,62,1992,GA,golf,Taylor-Alvarez
William,Hanson,1987/09/06,2018/04/16,70,1974,NE,golf,Parker Group
Monica,Galvan,1990/01/01,2018/07/26,52,1987,CT,golf,Keller Group
Brad,Price,1986/12/08,2018/05/31,43,1986,MN,golf,"Alvarez, Schaefer and Robertson"
Joseph,Buck,1993/12/03,2018/09/05,68,1992,OK,golf,
Jeremy,Johnson,1987/02/18,2018/08/09,91,1977,OR,golf,Hunter Ltd
Cynthia,Morris,1978/04/14,2018/08/16,92,1978,OK,golf,Peterson and Sons
Brenda,Garrett,1994/06/16,2018/01/19,89,1971,FL,golf,Parker Group
Russell,Savage,1993/05/16,2018/10/12,93,1985,IL,golf,Rivera-Morrow
Loretta,Young,1984/02/07,2018/05/01,86,1973,ID,golf,Mcdonald Inc
Lisa,Jacobs,1985/06/11,2018/05/03,40,1970,OH,golf,Parker Group
Matthew,Carter,1997/07/05,2018/03/18,66,1983,NM,golf,
Michael,Wise,1994/03/17,2018/09/23,36,1979,MD,golf,Bruce Inc
Patricia,Lawrence,1995/05/21,2018/08/20,97,1971,DC,golf,Bruce Inc
Matthew,Butler,1977/07/07,2018/02/08,78,1977,OR,golf,Bruce Inc
Lisa,Garcia,1975/01/06,2018/09/12,35,1975,NM,golf,Mcdonald Inc
Rachael,Garcia,1987/11/16,2018/11/08,92,1974,NJ,golf,Rivera Ltd
Cheryl,Perez,1998/06/16,2018/11/26,46,1990,UT,golf,"Hopkins, Barnes and Ward"
Paul,Taylor,1978/05/30,2018/03/27,49,1971,TX,golf,Bruce Inc
Karen,Gibbs,1983/02/06,2018/08/25,82,1978,DE,golf,
Bryan,Robinson,1994/10/29,2018/11/27,43,1984,VA,golf,Rivera-Morrow
Lindsay,Ferguson,1985/05/24,2018/03/18,90,1975,SC,golf,Hunter Ltd
Jeff,Wright,1985/09/28,2018/12/29,76,1978,DE,golf,Rivera Ltd
Amanda,Monroe,1997/04/05,2018/05/09,98,1970,GA,golf,"Mullen, Huffman and Vasquez"
Joshua,Lopez,1995/05/17,2018/07/03,48,1990,IL,golf,Peterson and Sons
Jason,Hill,1994/11/15,2018/12/11,41,1987,MO,golf,Hunter Ltd
James,Lee,1993/05/11,2018/10/06,51,1984,OH,golf,"Alvarez, Schaefer and Robertson"
Alec,Ward,1994/06/19,2018/06/24,59,1973,FL,golf,Peterson and Sons
Donald,Merritt,1989/07/04,2018/11/14,33,1977,VT,golf,Williams-Stephenson
Kenneth,Solomon,1997/07/27,2018/03/10,43,1995,CA,golf,Williams-Stephenson
Mitchell,Duncan,1984/12/06,2018/05/18,62,1984,UT,golf,Parker Group
Mark,Davis,1985/12/27,2018/12/08,79,1979,NY,golf,"Smith, Torres and Matthews"
Curtis,Kline,1981/05/05,2018/08/20,93,1972,NE,golf,"Jackson, Carlson and Contreras"
Alexander,Mclean,1998/06/22,2018/02/19,31,1996,WI,golf,Rivera-Morrow
Lisa,Chung,1987/07/27,2018/03/19,54,1981,MD,golf,Peterson and Sons
Victoria,Kane,1993/05/10,2018/07/13,73,1983,VT,golf,"Jackson, Carlson and Contreras"
Jesse,Martin,1985/01/06,2018/08/22,73,1975,FL,golf,Parker Group
Michael,Miller,1984/05/12,2018/09/01,40,1971,KS,golf,Bruce Inc
Emma,Kelly,1985/11/12,2018/09/14,39,1982,LA,golf,Scott and Sons
Laura,Bean,1998/04/27,2018/05/27,68,1973,RI,golf,Rivera Ltd
Morgan,Flynn,1987/02/20,2018/10/27,52,1981,MD,golf,"Jackson, Carlson and Contreras"
Samantha,Nolan,1982/04/19,2018/01/12,67,1972,WA,golf,Williams-Stephenson
Jonathan,Francis,1998/09/03,2018/02/10,81,1984,DC,golf,
Amy,Norris,1992/05/25,2018/01/30,53,1975,DC,golf,"Hopkins, Barnes and Ward"
Cheryl,Oneill,1998/07/10,2018/04/19,94,1971,DE,golf,"Martin, Mcknight and Clark"
Paul,Kent,1998/01/30,2018/04/19,37,1977,SD,golf,Parker Group
Jessica,Turner,1991/02/25,2018/07/28,36,1987,AL,golf,"Brown, Vasquez and Sanchez"
Michael,Robles,1988/10/13,2018/09/04,34,1973,WI,golf,"Kelley, Gilbert and Jackson"
Joe,Carrillo,1995/03/21,2018/01/15,91,1995,OK,golf,Mcdonald Inc
Theresa,Manning,1997/05/25,2018/07/08,96,1990,MA,golf,Keller Group
Michael,Cooper,1983/10/30,2018/12/06,51,1970,TN,golf,Pearson Group
Mary,Guzman,1993/04/25,2018/10/17,45,1974,IA,golf,Scott and Sons
Margaret,Wheeler,1984/09/19,2018/01/28,69,1970,NM,golf,Taylor-Alvarez
Vincent,Pratt,1982/12/29,2018/04/18,72,1978,IL,golf,Parker Group
Catherine,Smith,1995/03/04,2018/12/10,76,1981,PA,golf,"Smith, Torres and Matthews"
Debra,Mccarthy,1994/10/16,2018/10/22,64,1986,CO,golf,Mcdonald Inc
Stephen,Ballard,1997/12/12,2018/12/28,76,1994,TX,golf,"Smith, Torres and Matthews"
Brian,Singleton,1991/06/28,2018/08/06,96,1979,SC,golf,"Alvarez, Schaefer and Robertson"
Ariel,Becker,1988/10/06,2018/04/05,50,1984,OH,golf,Williams-Stephenson
Manuel,Cox,1994/11/10,2018/08/22,98,1976,MI,golf,"Smith, Torres and Matthews"
Bradley,Johnson,1983/06/23,2018/10/08,93,1975,IN,golf,"Mullen, Huffman and Vasquez"
Bryce,Boyer,1976/02/04,2018/08/09,35,1973,PA,golf,Keller Group
Tammy,Patrick,1997/01/13,2018/02/05,79,1982,SC,golf,Pearson Group
David,Strickland,1995/06/22,2018/11/10,38,1976,MS,golf,"Mullen, Huffman and Vasquez"
Ann,Simmons,1985/03/30,2018/05/29,57,1979,ID,golf,Parker Group
Julia,Hodge,1978/05/02,2018/02/07,45,1971,TX,golf,"Alvarez, Schaefer and Robertson"
Lisa,Ellis,1997/11/08,2018/04/22,40,1992,SC,golf,Hunter Ltd
Jonathan,Rodriguez,1994/06/26,2018/02/23,83,1971,MO,golf,Rivera-Morrow
Joshua,Goodwin,1989/12/31,2018/10/04,71,1986,WV,golf,Keller Group
Bryan,Nguyen,1997/04/26,2018/07/13,78,1990,SD,golf,Rivera Ltd
Amy,Anderson,1997/10/27,2018/08/20,46,1974,UT,golf,Williams-Stephenson
Adam,Fernandez,1987/10/05,2018/03/26,91,1983,KY,golf,"Martin, Mcknight and Clark"
Brian,Dixon,1987/01/09,2018/09/06,35,1977,DC,golf,Scott and Sons
Matthew,Gallagher,1991/07/03,2018/04/26,77,1985,ID,golf,"Jackson, Carlson and Contreras"
Amber,Berger,1992/06/23,2018/09/12,90,1976,AK,golf,"Brown, Vasquez and Sanchez"
Brian,Johnson,1974/02/08,2018/09/19,50,1971,SC,golf,"Alvarez, Schaefer and Robertson"
Michael,Conway,1995/01/12,2018/03/07,88,1979,CO,golf,"Hopkins, Barnes and Ward"
Robert,Sanchez,1994/09/30,2018/11/13,37,1981,UT,golf,Scott and Sons
Martha,Beard,1987/04/30,2018/10/10,83,1977,WA,golf,Bruce Inc
Anthony,Mcneil,1986/06/20,2018/04/08,90,1978,DC,golf,Keller Group
Alicia,Huang,1983/08/10,2018/07/09,85,1980,OR,golf,Rivera Ltd
John,Arroyo,1992/08/26,2018/03/23,78,1977,WV,golf,
Nicholas,Rogers,1996/11/25,2018/07/08,81,1990,MS,golf,Bruce Inc
Victoria,Cabrera,1990/02/07,2018/09/12,94,1990,WA,golf,Williams-Stephenson
Pamela,Henry,1988/04/10,2019/01/08,49,1978,ID,golf,Rivera Ltd
Janice,Bush,1997/01/04,2018/09/12,93,1972,KY,golf,"Smith, Torres and Matthews"
Mark,Morris,1994/06/29,2018/11/16,83,1989,WV,golf,Keller Group
Emily,Richards,1990/11/17,2018/11/13,59,1982,NM,golf,"Kelley, Gilbert and Jackson"
Kimberly,Huber,1989/10/19,2018/12/13,78,1987,FL,golf,"Mullen, Huffman and Vasquez"
Kevin,Bowers,1972/09/02,2018/02/10,95,1970,DC,golf,Scott and Sons
Gregory,Dorsey,1980/09/05,2018/05/15,91,1970,MI,golf,Hunter Ltd
Holly,Fowler,1985/08/01,2018/06/12,99,1978,CT,golf,Rivera Ltd
Jacob,Brown,1983/03/24,2018/03/10,77,1983,AR,golf,"Martin, Mcknight and Clark"
Benjamin,Sanford,1991/05/10,2018/09/16,38,1991,UT,golf,"Kelley, Gilbert and Jackson"
Olivia,Spencer,1994/08/12,2018/01/22,34,1976,WI,golf,Scott and Sons
